item_number,email,platform
2266,usr306@gt.edu,Windows
2269,usr307@gt.edu,macOS
2274,usr308@gt.edu,Windows
2276,usr308@gt.edu,Windows
2278,usr308@gt.edu,Windows
2279,usr308@gt.edu,macOS
2290,usr309@gt.edu,Windows
2291,usr310@gt.edu,Windows
2294,usr310@gt.edu,Windows
2299,usr311@gt.edu,Linux
2301,usr311@gt.edu,Windows
2302,usr311@gt.edu,Linux
2303,usr311@gt.edu,macOS
2304,usr311@gt.edu,Windows
2305,usr311@gt.edu,Windows
2312,usr313@gt.edu,Linux
2315,usr313@gt.edu,Windows
2318,usr314@gt.edu,macOS
2321,usr314@gt.edu,macOS
2327,usr315@gt.edu,Windows
2331,usr315@gt.edu,Linux
2335,usr315@gt.edu,macOS
2340,usr316@gt.edu,Windows
2344,usr316@gt.edu,Windows
2346,usr316@gt.edu,macOS
2347,usr316@gt.edu,macOS
2348,usr316@gt.edu,Windows
2349,usr316@gt.edu,macOS
2356,usr318@gt.edu,Windows
2357,usr318@gt.edu,Windows
2359,usr318@gt.edu,Windows
2360,usr318@gt.edu,macOS
2361,usr318@gt.edu,macOS
2363,usr319@gt.edu,Windows
2369,usr319@gt.edu,Windows
2370,usr319@gt.edu,Windows
2371,usr319@gt.edu,Windows
2375,usr320@gt.edu,Windows
2376,usr320@gt.edu,macOS
2378,usr320@gt.edu,Linux
2386,usr321@gt.edu,Windows
2388,usr322@gt.edu,Windows
2389,usr322@gt.edu,Windows
2390,usr322@gt.edu,Windows
2394,usr323@gt.edu,Windows
2399,usr324@gt.edu,Linux
2400,usr324@gt.edu,Windows
2404,usr325@gt.edu,Windows
2408,usr325@gt.edu,Windows
2411,usr326@gt.edu,Windows
2413,usr326@gt.edu,Windows
2414,usr326@gt.edu,Linux
2417,usr326@gt.edu,Windows
2420,usr327@gt.edu,Windows
2424,usr327@gt.edu,Linux
2430,usr328@gt.edu,Windows
2431,usr328@gt.edu,Linux
2435,usr328@gt.edu,macOS
2438,usr329@gt.edu,Windows
2439,usr329@gt.edu,macOS
2443,usr330@gt.edu,Windows
2444,usr331@gt.edu,Windows
2452,usr332@gt.edu,macOS
2455,usr333@gt.edu,Windows
2456,usr333@gt.edu,Linux
2460,usr333@gt.edu,Linux
2464,usr335@gt.edu,Linux
2470,usr335@gt.edu,Windows
2473,usr335@gt.edu,Windows
2474,usr335@gt.edu,macOS
2475,usr335@gt.edu,macOS
2476,usr336@gt.edu,Windows
2478,usr336@gt.edu,macOS
2480,usr336@gt.edu,Windows
2482,usr336@gt.edu,Windows
2483,usr336@gt.edu,Windows
2484,usr336@gt.edu,Linux
2485,usr336@gt.edu,Linux
2487,usr337@gt.edu,Windows
2488,usr337@gt.edu,Windows
2491,usr337@gt.edu,Windows
2493,usr337@gt.edu,macOS
2495,usr337@gt.edu,macOS
2496,usr337@gt.edu,Windows
2498,usr338@gt.edu,Windows
2499,usr338@gt.edu,macOS
2500,usr338@gt.edu,Windows
2501,usr338@gt.edu,macOS
2502,usr338@gt.edu,Windows
2504,usr338@gt.edu,macOS
2506,usr338@gt.edu,Linux
2508,usr339@gt.edu,macOS
2509,usr339@gt.edu,Windows
2512,usr340@gt.edu,macOS
2513,usr340@gt.edu,Windows
2518,usr340@gt.edu,macOS
2519,usr340@gt.edu,macOS
2522,usr341@gt.edu,Windows
2525,usr342@gt.edu,Windows
2532,usr343@gt.edu,Windows
2541,usr344@gt.edu,Windows
2542,usr344@gt.edu,Linux
2543,usr344@gt.edu,Windows
2547,usr344@gt.edu,Windows
2548,usr344@gt.edu,Windows
2551,usr344@gt.edu,Windows
2556,usr345@gt.edu,macOS
2560,usr347@gt.edu,Windows
2561,usr347@gt.edu,Windows
2562,usr347@gt.edu,macOS
2571,usr349@gt.edu,Windows
2576,usr349@gt.edu,macOS
2579,usr349@gt.edu,macOS
2580,usr350@gt.edu,Windows
2584,usr351@gt.edu,Windows
2585,usr351@gt.edu,Windows
2589,usr351@gt.edu,Windows
2592,usr351@gt.edu,Windows
2595,usr352@gt.edu,Windows
2599,usr353@gt.edu,macOS
2600,usr353@gt.edu,Windows
2603,usr353@gt.edu,Windows
2606,usr354@gt.edu,Windows
2607,usr354@gt.edu,macOS
2616,usr355@gt.edu,Windows
2619,usr355@gt.edu,macOS
2620,usr355@gt.edu,macOS
2621,usr355@gt.edu,Windows
2622,usr355@gt.edu,Windows
2623,usr355@gt.edu,Windows
2629,usr356@gt.edu,Windows
2631,usr356@gt.edu,Windows
2634,usr356@gt.edu,macOS
2636,usr357@gt.edu,macOS
2639,usr357@gt.edu,Windows
2640,usr357@gt.edu,macOS
2644,usr358@gt.edu,Windows
2646,usr358@gt.edu,Windows
2647,usr359@gt.edu,Windows
2648,usr359@gt.edu,Windows
2649,usr359@gt.edu,Windows
2652,usr359@gt.edu,Windows
2654,usr359@gt.edu,Windows
2663,usr360@gt.edu,Linux
2669,usr361@gt.edu,macOS
2670,usr361@gt.edu,Windows
2671,usr361@gt.edu,macOS
2672,usr361@gt.edu,macOS
2674,usr361@gt.edu,macOS
2680,usr362@gt.edu,Windows
2683,usr362@gt.edu,Windows
2686,usr362@gt.edu,macOS
2693,usr363@gt.edu,Windows
2699,usr364@gt.edu,Windows
2704,usr364@gt.edu,Windows
2706,usr364@gt.edu,macOS
2712,usr366@gt.edu,Linux
2716,usr366@gt.edu,macOS
2719,usr366@gt.edu,Windows
2720,usr366@gt.edu,macOS
2724,usr367@gt.edu,Linux
2725,usr368@gt.edu,Windows
2728,usr368@gt.edu,macOS
2729,usr368@gt.edu,Windows
2735,usr369@gt.edu,Windows
2742,usr370@gt.edu,macOS
2744,usr370@gt.edu,Linux
2747,usr370@gt.edu,macOS
2750,usr370@gt.edu,macOS
2751,usr370@gt.edu,macOS
2757,usr371@gt.edu,Windows
2758,usr371@gt.edu,macOS
2759,usr371@gt.edu,Windows
2767,usr372@gt.edu,Windows
2768,usr372@gt.edu,macOS
2770,usr372@gt.edu,macOS
2774,usr373@gt.edu,Windows
2778,usr373@gt.edu,macOS
2779,usr373@gt.edu,Windows
2783,usr374@gt.edu,macOS
2784,usr374@gt.edu,Windows
2790,usr375@gt.edu,macOS
2793,usr376@gt.edu,Windows
2796,usr376@gt.edu,Windows
2797,usr376@gt.edu,Linux
2798,usr376@gt.edu,macOS
2806,usr378@gt.edu,Windows
2809,usr378@gt.edu,Windows
2810,usr378@gt.edu,Windows
2812,usr378@gt.edu,Linux
2813,usr379@gt.edu,Windows
2815,usr379@gt.edu,Windows
2817,usr379@gt.edu,macOS
2823,usr380@gt.edu,Windows
2824,usr380@gt.edu,Windows
2825,usr380@gt.edu,Windows
2827,usr380@gt.edu,macOS
2828,usr381@gt.edu,Windows
2829,usr381@gt.edu,macOS
2830,usr381@gt.edu,Windows
2835,usr381@gt.edu,Linux
2839,usr382@gt.edu,Windows
2844,usr382@gt.edu,macOS
2851,usr383@gt.edu,Windows
2853,usr383@gt.edu,Windows
2855,usr384@gt.edu,Windows
2859,usr384@gt.edu,Windows
2860,usr384@gt.edu,Windows
2863,usr384@gt.edu,Windows
2866,usr385@gt.edu,Windows
2867,usr385@gt.edu,macOS
2871,usr385@gt.edu,Windows
2874,usr386@gt.edu,Windows
2875,usr386@gt.edu,macOS
2876,usr386@gt.edu,Windows
2877,usr386@gt.edu,Windows
2880,usr386@gt.edu,macOS
2883,usr387@gt.edu,Windows
2884,usr387@gt.edu,macOS
2888,usr387@gt.edu,macOS
2891,usr387@gt.edu,macOS
2892,usr388@gt.edu,Windows
2894,usr388@gt.edu,Windows
2895,usr388@gt.edu,macOS
2898,usr389@gt.edu,macOS
2901,usr389@gt.edu,Windows
2904,usr389@gt.edu,macOS
2910,usr390@gt.edu,Windows
2912,usr390@gt.edu,macOS
2913,usr390@gt.edu,macOS
2914,usr390@gt.edu,Windows
2919,usr390@gt.edu,macOS
2924,usr391@gt.edu,Linux
2927,usr392@gt.edu,Windows
2928,usr392@gt.edu,Windows
2929,usr392@gt.edu,macOS
2936,usr392@gt.edu,Windows
2938,usr393@gt.edu,macOS
2947,usr394@gt.edu,Windows
2949,usr394@gt.edu,macOS
2952,usr395@gt.edu,Windows
2954,usr395@gt.edu,Windows
2957,usr395@gt.edu,macOS
2959,usr395@gt.edu,macOS
2960,usr395@gt.edu,Windows
2965,usr396@gt.edu,Windows
2966,usr396@gt.edu,Windows
2970,usr397@gt.edu,Windows
2973,usr397@gt.edu,macOS
2985,usr398@gt.edu,Windows
2986,usr398@gt.edu,Windows
2988,usr398@gt.edu,macOS
3001,usr401@gt.edu,Linux
3002,usr401@gt.edu,Windows
3004,usr401@gt.edu,Windows
3008,usr402@gt.edu,Windows
3011,usr403@gt.edu,Windows
3020,usr403@gt.edu,macOS
3024,usr404@gt.edu,macOS
3029,usr404@gt.edu,macOS
3030,usr404@gt.edu,macOS
3031,usr404@gt.edu,macOS
3032,usr404@gt.edu,macOS
3034,usr404@gt.edu,Windows
3037,usr405@gt.edu,Windows
3038,usr405@gt.edu,Windows
3039,usr405@gt.edu,Windows
3042,usr405@gt.edu,macOS
3045,usr405@gt.edu,macOS
3046,usr405@gt.edu,macOS
3047,usr406@gt.edu,macOS
3048,usr406@gt.edu,Windows
3056,usr407@gt.edu,macOS
3059,usr407@gt.edu,Windows
3060,usr408@gt.edu,macOS
3063,usr408@gt.edu,Windows
3064,usr408@gt.edu,macOS
3065,usr409@gt.edu,macOS
3070,usr410@gt.edu,Windows
3072,usr410@gt.edu,Windows
3078,usr410@gt.edu,Windows
3079,usr410@gt.edu,Windows
3083,usr411@gt.edu,Windows
3087,usr412@gt.edu,Windows
3091,usr412@gt.edu,Windows
3099,usr413@gt.edu,Windows
3101,usr413@gt.edu,Windows
3102,usr413@gt.edu,Windows
3113,usr414@gt.edu,Windows
3116,usr415@gt.edu,Windows
3118,usr415@gt.edu,macOS
3121,usr416@gt.edu,macOS
3122,usr416@gt.edu,Windows
3125,usr416@gt.edu,Windows
3127,usr417@gt.edu,macOS
3135,usr418@gt.edu,Windows
3137,usr418@gt.edu,Windows
3140,usr419@gt.edu,Windows
3146,usr420@gt.edu,Windows
3147,usr420@gt.edu,macOS
3159,usr421@gt.edu,Linux
3160,usr422@gt.edu,macOS
3161,usr422@gt.edu,Windows
3163,usr422@gt.edu,Linux
3166,usr422@gt.edu,Windows
3169,usr423@gt.edu,Windows
3170,usr424@gt.edu,Windows
3178,usr426@gt.edu,macOS
3185,usr427@gt.edu,Windows
3197,usr429@gt.edu,Windows
3198,usr429@gt.edu,macOS
3200,usr429@gt.edu,Linux
3203,usr429@gt.edu,Windows
3211,usr430@gt.edu,macOS
3213,usr431@gt.edu,Windows
3214,usr431@gt.edu,Windows
3216,usr431@gt.edu,macOS
3218,usr432@gt.edu,Windows
3230,usr434@gt.edu,Windows
3231,usr434@gt.edu,Windows
3233,usr435@gt.edu,macOS
3236,usr436@gt.edu,Linux
3238,usr436@gt.edu,macOS
3240,usr436@gt.edu,Windows
3241,usr436@gt.edu,Windows
3242,usr436@gt.edu,macOS
3246,usr437@gt.edu,Windows
3248,usr438@gt.edu,Linux
3251,usr438@gt.edu,Windows
3252,usr438@gt.edu,Windows
3253,usr438@gt.edu,Windows
3256,usr438@gt.edu,Windows
3258,usr438@gt.edu,Windows
3260,usr439@gt.edu,Windows
3262,usr439@gt.edu,macOS
3263,usr440@gt.edu,Linux
3272,usr441@gt.edu,Windows
3274,usr442@gt.edu,macOS
3275,usr442@gt.edu,Windows
3276,usr442@gt.edu,Windows
3280,usr443@gt.edu,Windows
3282,usr443@gt.edu,Windows
3287,usr443@gt.edu,Windows
3292,usr444@gt.edu,macOS
3293,usr444@gt.edu,Windows
3295,usr445@gt.edu,macOS
3296,usr445@gt.edu,Windows
3299,usr445@gt.edu,Windows
3300,usr445@gt.edu,Windows
3302,usr445@gt.edu,macOS
3309,usr446@gt.edu,Linux
3312,usr447@gt.edu,Windows
3313,usr447@gt.edu,Windows
3316,usr448@gt.edu,Windows
3329,usr450@gt.edu,macOS
3332,usr450@gt.edu,Windows
3336,usr451@gt.edu,macOS
3337,usr451@gt.edu,Windows
3338,usr451@gt.edu,Linux
3340,usr451@gt.edu,macOS
3341,usr451@gt.edu,macOS
3343,usr451@gt.edu,macOS
3344,usr451@gt.edu,Windows
3346,usr451@gt.edu,macOS
3348,usr452@gt.edu,Windows
3356,usr452@gt.edu,macOS
3363,usr454@gt.edu,macOS
3374,usr456@gt.edu,Linux
3377,usr456@gt.edu,macOS
3378,usr456@gt.edu,Windows
3379,usr456@gt.edu,Windows
3382,usr456@gt.edu,Windows
3384,usr456@gt.edu,Windows
3387,usr457@gt.edu,Linux
3389,usr457@gt.edu,macOS
3390,usr457@gt.edu,Windows
3391,usr457@gt.edu,Windows
3392,usr457@gt.edu,Linux
3393,usr457@gt.edu,Windows
3397,usr458@gt.edu,Windows
3399,usr458@gt.edu,Windows
3404,usr459@gt.edu,Windows
3405,usr459@gt.edu,Linux
3406,usr460@gt.edu,Windows
3407,usr460@gt.edu,Windows
3410,usr461@gt.edu,Linux
3412,usr461@gt.edu,Windows
3414,usr461@gt.edu,Windows
3415,usr461@gt.edu,macOS
3418,usr461@gt.edu,Windows
3419,usr462@gt.edu,Windows
3420,usr462@gt.edu,Windows
3423,usr462@gt.edu,Linux
3424,usr463@gt.edu,macOS
3429,usr463@gt.edu,Windows
3431,usr464@gt.edu,Windows
3432,usr464@gt.edu,Windows
3436,usr464@gt.edu,Windows
3443,usr465@gt.edu,Linux
3445,usr465@gt.edu,Windows
3446,usr465@gt.edu,Linux
3447,usr466@gt.edu,Linux
3452,usr467@gt.edu,Windows
3455,usr467@gt.edu,Windows
3460,usr468@gt.edu,macOS
3465,usr470@gt.edu,macOS
3467,usr470@gt.edu,macOS
3468,usr470@gt.edu,Windows
3469,usr470@gt.edu,Windows
3470,usr470@gt.edu,Windows
3472,usr470@gt.edu,Windows
3476,usr471@gt.edu,Windows
3477,usr471@gt.edu,Windows
3485,usr473@gt.edu,Linux
3490,usr474@gt.edu,Windows
3491,usr474@gt.edu,Linux
3493,usr474@gt.edu,macOS
3496,usr474@gt.edu,Linux
3497,usr475@gt.edu,Windows
3504,usr475@gt.edu,Windows
3507,usr476@gt.edu,Windows
3512,usr477@gt.edu,Linux
3513,usr477@gt.edu,Windows
3515,usr477@gt.edu,Windows
3526,usr478@gt.edu,macOS
3528,usr478@gt.edu,Linux
3530,usr478@gt.edu,Windows
3534,usr480@gt.edu,macOS
3537,usr480@gt.edu,Windows
3538,usr481@gt.edu,macOS
3539,usr481@gt.edu,Windows
3541,usr481@gt.edu,macOS
3542,usr481@gt.edu,macOS
3543,usr481@gt.edu,macOS
3544,usr481@gt.edu,Windows
3547,usr481@gt.edu,Windows
3551,usr482@gt.edu,Windows
3552,usr482@gt.edu,Windows
3554,usr482@gt.edu,macOS
3558,usr482@gt.edu,macOS
3559,usr483@gt.edu,macOS
3560,usr483@gt.edu,Windows
3562,usr483@gt.edu,macOS
3563,usr483@gt.edu,macOS
3565,usr483@gt.edu,Windows
3567,usr484@gt.edu,Windows
3569,usr484@gt.edu,Windows
3573,usr485@gt.edu,Windows
3576,usr485@gt.edu,Windows
3577,usr486@gt.edu,macOS
3578,usr486@gt.edu,macOS
3580,usr486@gt.edu,Windows
3581,usr486@gt.edu,Windows
3584,usr487@gt.edu,Linux
3585,usr487@gt.edu,macOS
3586,usr487@gt.edu,Windows
3587,usr488@gt.edu,Windows
3590,usr488@gt.edu,Windows
3593,usr488@gt.edu,macOS
3594,usr488@gt.edu,Windows
3599,usr489@gt.edu,Windows
3603,usr489@gt.edu,macOS
3604,usr490@gt.edu,macOS
3605,usr490@gt.edu,macOS
3607,usr490@gt.edu,Windows
3608,usr490@gt.edu,macOS
3615,usr492@gt.edu,Windows
3616,usr492@gt.edu,Windows
3617,usr492@gt.edu,Windows
3621,usr493@gt.edu,macOS
3623,usr493@gt.edu,Windows
3625,usr493@gt.edu,macOS
3626,usr493@gt.edu,Windows
3634,usr494@gt.edu,macOS
3636,usr494@gt.edu,Windows
3637,usr494@gt.edu,Windows
3638,usr494@gt.edu,Windows
3639,usr494@gt.edu,Linux
3643,usr495@gt.edu,Windows
3645,usr495@gt.edu,Windows
3647,usr495@gt.edu,Windows
3648,usr495@gt.edu,Windows
3651,usr496@gt.edu,Windows
3653,usr496@gt.edu,macOS
3656,usr497@gt.edu,Linux
3658,usr497@gt.edu,macOS
3659,usr497@gt.edu,Linux
3662,usr497@gt.edu,Linux
3664,usr497@gt.edu,macOS
3670,usr499@gt.edu,Windows
3671,usr499@gt.edu,Windows
3672,usr499@gt.edu,Windows
3681,usr500@gt.edu,macOS
3685,usr501@gt.edu,macOS
3686,usr501@gt.edu,macOS
3687,usr501@gt.edu,Windows
3688,usr501@gt.edu,Windows
3689,usr501@gt.edu,macOS
3692,usr502@gt.edu,macOS
3693,usr502@gt.edu,Windows
3695,usr502@gt.edu,macOS
3700,usr502@gt.edu,Windows
3703,usr503@gt.edu,Windows
3704,usr503@gt.edu,macOS
3705,usr503@gt.edu,macOS
3706,usr503@gt.edu,macOS
3709,usr504@gt.edu,macOS
3710,usr504@gt.edu,macOS
3712,usr504@gt.edu,Windows
3713,usr504@gt.edu,macOS
3714,usr504@gt.edu,Windows
3716,usr504@gt.edu,Windows
3720,usr505@gt.edu,Windows
3726,usr506@gt.edu,Windows
3734,usr506@gt.edu,Windows
3737,usr507@gt.edu,Windows
3739,usr507@gt.edu,Windows
3743,usr508@gt.edu,Windows
3745,usr508@gt.edu,Linux
3748,usr508@gt.edu,Windows
3749,usr508@gt.edu,Windows
3751,usr508@gt.edu,macOS
3756,usr510@gt.edu,Windows
3757,usr510@gt.edu,Windows
3759,usr510@gt.edu,Windows
3767,usr511@gt.edu,macOS
3771,usr511@gt.edu,Windows
3778,usr512@gt.edu,macOS
3782,usr512@gt.edu,macOS
3783,usr512@gt.edu,Windows
3784,usr512@gt.edu,macOS
3786,usr513@gt.edu,macOS
3787,usr513@gt.edu,Linux
3788,usr513@gt.edu,Windows
3789,usr513@gt.edu,Windows
3790,usr513@gt.edu,Windows
3793,usr513@gt.edu,Windows
3796,usr514@gt.edu,Windows
3797,usr514@gt.edu,Linux
3799,usr514@gt.edu,Windows
3800,usr514@gt.edu,macOS
3804,usr514@gt.edu,Windows
3813,usr515@gt.edu,macOS
3816,usr516@gt.edu,macOS
3820,usr516@gt.edu,Windows
3828,usr517@gt.edu,Windows
3833,usr517@gt.edu,macOS
3835,usr518@gt.edu,Windows
3836,usr518@gt.edu,Windows
3837,usr518@gt.edu,Linux
3838,usr518@gt.edu,Windows
3842,usr518@gt.edu,Linux
3845,usr519@gt.edu,macOS
3847,usr519@gt.edu,macOS
3853,usr520@gt.edu,macOS
3855,usr520@gt.edu,Windows
3856,usr520@gt.edu,Windows
3859,usr521@gt.edu,Windows
3861,usr521@gt.edu,Windows
3867,usr523@gt.edu,Windows
3868,usr523@gt.edu,Windows
3877,usr524@gt.edu,Windows
3880,usr524@gt.edu,Windows
3881,usr524@gt.edu,Windows
3882,usr524@gt.edu,Linux
3883,usr524@gt.edu,Windows
3885,usr524@gt.edu,Linux
3886,usr524@gt.edu,Windows
3887,usr525@gt.edu,macOS
3895,usr526@gt.edu,macOS
3896,usr526@gt.edu,Windows
3900,usr527@gt.edu,Windows
3901,usr527@gt.edu,Windows
3902,usr527@gt.edu,Windows
3906,usr527@gt.edu,macOS
3909,usr527@gt.edu,Windows
3910,usr528@gt.edu,Windows
3912,usr528@gt.edu,Windows
3915,usr528@gt.edu,Windows
3916,usr528@gt.edu,Windows
3917,usr528@gt.edu,Windows
3920,usr529@gt.edu,Windows
3924,usr529@gt.edu,Windows
3929,usr529@gt.edu,macOS
3937,usr531@gt.edu,Linux
3939,usr531@gt.edu,macOS
3941,usr531@gt.edu,Windows
3942,usr531@gt.edu,Linux
3944,usr531@gt.edu,Windows
3946,usr531@gt.edu,macOS
3952,usr532@gt.edu,Windows
3953,usr533@gt.edu,Windows
3955,usr533@gt.edu,Windows
3956,usr534@gt.edu,Linux
3962,usr534@gt.edu,Windows
3965,usr534@gt.edu,Windows
3966,usr534@gt.edu,Windows
3967,usr534@gt.edu,Windows
3970,usr535@gt.edu,Windows
3971,usr535@gt.edu,Windows
3972,usr535@gt.edu,Windows
3973,usr535@gt.edu,Windows
3976,usr535@gt.edu,macOS
3977,usr536@gt.edu,Windows
3979,usr536@gt.edu,Windows
3980,usr536@gt.edu,macOS
3984,usr537@gt.edu,Windows
3988,usr538@gt.edu,macOS
3989,usr538@gt.edu,Linux
3990,usr538@gt.edu,Windows
3994,usr538@gt.edu,Windows
3999,usr539@gt.edu,Windows
4000,usr539@gt.edu,Linux
4002,usr540@gt.edu,Windows
4003,usr540@gt.edu,Windows
4004,usr540@gt.edu,macOS
4005,usr540@gt.edu,Linux
4013,usr541@gt.edu,Windows
4015,usr541@gt.edu,Windows
4016,usr542@gt.edu,Linux
4018,usr542@gt.edu,Linux
4020,usr543@gt.edu,macOS
4022,usr544@gt.edu,Windows
4024,usr544@gt.edu,Windows
4025,usr544@gt.edu,Windows
4026,usr544@gt.edu,Windows
4027,usr544@gt.edu,Windows
4029,usr544@gt.edu,Windows
4033,usr545@gt.edu,Windows
4034,usr545@gt.edu,Windows
4037,usr545@gt.edu,Windows
4038,usr546@gt.edu,Windows
4040,usr546@gt.edu,Windows
4042,usr546@gt.edu,Windows
4043,usr546@gt.edu,macOS
4044,usr546@gt.edu,Windows
4045,usr547@gt.edu,macOS
4047,usr547@gt.edu,macOS
4048,usr547@gt.edu,Windows
4052,usr547@gt.edu,Windows
4058,usr549@gt.edu,Windows
4062,usr549@gt.edu,Windows
4063,usr549@gt.edu,Windows
4064,usr549@gt.edu,macOS
4065,usr549@gt.edu,macOS
4067,usr549@gt.edu,Windows
4068,usr550@gt.edu,macOS
4071,usr550@gt.edu,Windows
4072,usr550@gt.edu,macOS
4076,usr551@gt.edu,macOS
4078,usr551@gt.edu,Windows
4082,usr551@gt.edu,Windows
4087,usr552@gt.edu,Windows
4088,usr552@gt.edu,Windows
4089,usr552@gt.edu,Windows
4095,usr553@gt.edu,macOS
4097,usr553@gt.edu,Windows
4098,usr553@gt.edu,Windows
4101,usr554@gt.edu,Linux
4102,usr554@gt.edu,macOS
4104,usr554@gt.edu,Windows
4109,usr555@gt.edu,Windows
4113,usr555@gt.edu,Windows
4114,usr555@gt.edu,macOS
4115,usr555@gt.edu,macOS
4118,usr555@gt.edu,Windows
4119,usr556@gt.edu,Windows
4131,usr558@gt.edu,Linux
4132,usr559@gt.edu,Windows
4134,usr559@gt.edu,Windows
4137,usr559@gt.edu,macOS
4138,usr560@gt.edu,macOS
4143,usr560@gt.edu,macOS
4144,usr560@gt.edu,Windows
4145,usr561@gt.edu,Windows
4146,usr561@gt.edu,macOS
4147,usr561@gt.edu,macOS
4149,usr561@gt.edu,macOS
4151,usr562@gt.edu,macOS
4154,usr562@gt.edu,Windows
4158,usr563@gt.edu,Windows
4159,usr563@gt.edu,Windows
4162,usr563@gt.edu,Windows
4166,usr563@gt.edu,Windows
4168,usr564@gt.edu,Windows
4174,usr564@gt.edu,macOS
4182,usr565@gt.edu,Linux
4187,usr566@gt.edu,Windows
4189,usr566@gt.edu,macOS
4192,usr566@gt.edu,Linux
4193,usr566@gt.edu,macOS
4198,usr567@gt.edu,Linux
4199,usr568@gt.edu,Windows
4200,usr568@gt.edu,Windows
4201,usr568@gt.edu,macOS
4206,usr569@gt.edu,Windows
4207,usr569@gt.edu,Windows
4211,usr570@gt.edu,Linux
4212,usr570@gt.edu,Linux
4214,usr570@gt.edu,macOS
4215,usr570@gt.edu,macOS
4216,usr570@gt.edu,Windows
4220,usr570@gt.edu,Windows
4221,usr570@gt.edu,Windows
4222,usr571@gt.edu,Windows
4223,usr571@gt.edu,Windows
4229,usr572@gt.edu,Windows
4231,usr572@gt.edu,Windows
4232,usr572@gt.edu,Windows
4235,usr572@gt.edu,Windows
4238,usr573@gt.edu,Linux
4239,usr573@gt.edu,Windows
4240,usr573@gt.edu,Windows
4245,usr573@gt.edu,Windows
4246,usr573@gt.edu,Windows
4252,usr574@gt.edu,Windows
4254,usr575@gt.edu,Windows
4255,usr575@gt.edu,macOS
4257,usr575@gt.edu,Windows
4260,usr575@gt.edu,Windows
4261,usr575@gt.edu,macOS
4264,usr576@gt.edu,Windows
4266,usr576@gt.edu,Windows
4269,usr577@gt.edu,macOS
4273,usr578@gt.edu,Windows
4274,usr578@gt.edu,macOS
4275,usr578@gt.edu,macOS
4276,usr578@gt.edu,Windows
4278,usr578@gt.edu,Windows
4279,usr578@gt.edu,Windows
4281,usr579@gt.edu,Windows
4282,usr579@gt.edu,Linux
4283,usr579@gt.edu,macOS
4289,usr579@gt.edu,macOS
4292,usr579@gt.edu,Windows
4294,usr580@gt.edu,macOS
4296,usr581@gt.edu,Windows
4301,usr582@gt.edu,macOS
4302,usr582@gt.edu,macOS
4305,usr583@gt.edu,Windows
4309,usr583@gt.edu,macOS
4311,usr583@gt.edu,macOS
4312,usr583@gt.edu,Windows
4317,usr584@gt.edu,Windows
4323,usr585@gt.edu,Windows
4324,usr585@gt.edu,Windows
4325,usr585@gt.edu,Linux
4328,usr585@gt.edu,Windows
4332,usr586@gt.edu,Windows
4335,usr586@gt.edu,Windows
4336,usr586@gt.edu,macOS
4339,usr587@gt.edu,Windows
4341,usr587@gt.edu,macOS
4344,usr588@gt.edu,Windows
4347,usr588@gt.edu,Windows
4348,usr588@gt.edu,Windows
4349,usr589@gt.edu,Windows
4352,usr589@gt.edu,macOS
4353,usr589@gt.edu,Windows
4354,usr589@gt.edu,macOS
4356,usr589@gt.edu,macOS
4358,usr589@gt.edu,Windows
4359,usr589@gt.edu,Windows
4360,usr589@gt.edu,Windows
4363,usr590@gt.edu,Windows
4364,usr590@gt.edu,Windows
4365,usr590@gt.edu,Windows
4367,usr591@gt.edu,Windows
4368,usr591@gt.edu,Windows
4370,usr591@gt.edu,Windows
4373,usr592@gt.edu,Windows
4378,usr593@gt.edu,Linux
4379,usr593@gt.edu,Windows
4384,usr594@gt.edu,macOS
4386,usr594@gt.edu,Windows
4387,usr594@gt.edu,Windows
4389,usr595@gt.edu,macOS
4393,usr595@gt.edu,Windows
4394,usr595@gt.edu,Windows
4396,usr595@gt.edu,Windows
4398,usr595@gt.edu,Windows
4399,usr596@gt.edu,Windows
4404,usr596@gt.edu,Windows
4411,usr597@gt.edu,Windows
4413,usr598@gt.edu,Windows
4415,usr598@gt.edu,Windows
4417,usr599@gt.edu,macOS
4420,usr599@gt.edu,macOS
4421,usr599@gt.edu,Windows
4431,usr600@gt.edu,Windows
4432,usr601@gt.edu,macOS
4433,usr601@gt.edu,Windows
4434,usr601@gt.edu,macOS
4436,usr601@gt.edu,Windows
4438,usr601@gt.edu,Windows
4442,usr601@gt.edu,macOS
4444,usr602@gt.edu,Windows
4445,usr602@gt.edu,Windows
4447,usr603@gt.edu,Linux
4448,usr603@gt.edu,Windows
4450,usr603@gt.edu,Windows
4451,usr603@gt.edu,Linux
4452,usr603@gt.edu,Windows
4455,usr603@gt.edu,Windows
4456,usr603@gt.edu,macOS
4458,usr604@gt.edu,Windows
4460,usr604@gt.edu,macOS
4465,usr604@gt.edu,Linux
4472,usr606@gt.edu,Windows
4473,usr606@gt.edu,Linux
4477,usr607@gt.edu,Windows
4479,usr607@gt.edu,Windows
4480,usr607@gt.edu,Windows
4481,usr607@gt.edu,macOS
4482,usr607@gt.edu,Windows
4483,usr607@gt.edu,macOS
4487,usr608@gt.edu,macOS
4490,usr608@gt.edu,Windows
4491,usr608@gt.edu,Windows
4495,usr609@gt.edu,Windows
4497,usr609@gt.edu,macOS
4502,usr611@gt.edu,Windows
4505,usr611@gt.edu,Linux
