item_number,email,card_count
4588,usr620@gt.edu,249
4591,usr621@gt.edu,131
4596,usr622@gt.edu,147
4609,usr624@gt.edu,163
4615,usr625@gt.edu,63
4616,usr625@gt.edu,140
4619,usr626@gt.edu,472
4638,usr628@gt.edu,677
4639,usr628@gt.edu,42
4640,usr628@gt.edu,361
4645,usr628@gt.edu,83
4649,usr629@gt.edu,369
4650,usr629@gt.edu,460
4652,usr629@gt.edu,734
4663,usr631@gt.edu,88
4668,usr632@gt.edu,687
4670,usr632@gt.edu,575
4676,usr633@gt.edu,657
4680,usr634@gt.edu,683
4682,usr634@gt.edu,206
4683,usr634@gt.edu,207
4685,usr635@gt.edu,401
4690,usr635@gt.edu,245
4691,usr635@gt.edu,347
4694,usr636@gt.edu,580
4695,usr636@gt.edu,687
4697,usr636@gt.edu,657
4705,usr638@gt.edu,426
4708,usr638@gt.edu,234
4714,usr638@gt.edu,421
4716,usr638@gt.edu,78
4724,usr639@gt.edu,249
4725,usr639@gt.edu,199
4727,usr639@gt.edu,423
4729,usr640@gt.edu,580
4733,usr640@gt.edu,123
4735,usr640@gt.edu,408
4737,usr640@gt.edu,212
4744,usr642@gt.edu,369
4753,usr643@gt.edu,411
4762,usr645@gt.edu,479
4763,usr645@gt.edu,266
4765,usr645@gt.edu,78
4772,usr646@gt.edu,235
4778,usr646@gt.edu,461
4783,usr647@gt.edu,27
4803,usr649@gt.edu,163
4807,usr649@gt.edu,286
4815,usr651@gt.edu,17
4818,usr651@gt.edu,145
4828,usr652@gt.edu,599
4847,usr654@gt.edu,258
4852,usr655@gt.edu,663
4853,usr655@gt.edu,693
4859,usr656@gt.edu,99
4860,usr656@gt.edu,522
4861,usr656@gt.edu,340
4864,usr656@gt.edu,648
4870,usr658@gt.edu,421
4882,usr659@gt.edu,225
4884,usr659@gt.edu,739
4893,usr660@gt.edu,70
4897,usr660@gt.edu,607
4900,usr660@gt.edu,500
4910,usr663@gt.edu,160
4915,usr663@gt.edu,52
4916,usr663@gt.edu,286
4917,usr663@gt.edu,751
4919,usr664@gt.edu,430
4926,usr665@gt.edu,188
4927,usr665@gt.edu,347
4928,usr665@gt.edu,99
4931,usr665@gt.edu,426
4947,usr667@gt.edu,569
4949,usr667@gt.edu,246
4964,usr670@gt.edu,585
4967,usr671@gt.edu,123
4968,usr671@gt.edu,393
4978,usr672@gt.edu,165
4984,usr673@gt.edu,631
4985,usr673@gt.edu,629
4990,usr674@gt.edu,140
4996,usr674@gt.edu,85
5006,usr676@gt.edu,352
5012,usr677@gt.edu,123
5013,usr677@gt.edu,548
5014,usr677@gt.edu,160
5023,usr678@gt.edu,160
5026,usr678@gt.edu,236
5028,usr678@gt.edu,751
5039,usr679@gt.edu,142
5040,usr679@gt.edu,751
5041,usr680@gt.edu,717
5043,usr680@gt.edu,580
5044,usr680@gt.edu,412
5049,usr681@gt.edu,578
5052,usr681@gt.edu,580
5055,usr682@gt.edu,542
5059,usr682@gt.edu,739
5063,usr682@gt.edu,83
5065,usr682@gt.edu,108
5068,usr683@gt.edu,513
5077,usr683@gt.edu,401
5094,usr686@gt.edu,21
5096,usr687@gt.edu,194
5104,usr688@gt.edu,650
5114,usr688@gt.edu,472
5122,usr691@gt.edu,140
5128,usr691@gt.edu,122
5129,usr691@gt.edu,121
5136,usr692@gt.edu,430
5140,usr692@gt.edu,123
5153,usr695@gt.edu,575
5154,usr695@gt.edu,628
5155,usr695@gt.edu,254
5170,usr698@gt.edu,166
5171,usr698@gt.edu,663
5174,usr698@gt.edu,340
5178,usr699@gt.edu,687
5180,usr700@gt.edu,259
5186,usr701@gt.edu,188
5195,usr702@gt.edu,580
5198,usr703@gt.edu,21
5202,usr704@gt.edu,110
5209,usr705@gt.edu,108
5212,usr706@gt.edu,468
5214,usr706@gt.edu,302
5216,usr706@gt.edu,172
5224,usr707@gt.edu,163
5225,usr707@gt.edu,500
5229,usr707@gt.edu,172
5234,usr708@gt.edu,500
5236,usr708@gt.edu,235
5240,usr708@gt.edu,194
5251,usr710@gt.edu,757
5255,usr711@gt.edu,512
5266,usr712@gt.edu,266
5268,usr712@gt.edu,443
5278,usr713@gt.edu,42
5279,usr713@gt.edu,291
5286,usr714@gt.edu,241
5290,usr714@gt.edu,408
5297,usr715@gt.edu,236
5299,usr715@gt.edu,403
5301,usr715@gt.edu,513
5314,usr718@gt.edu,595
5318,usr718@gt.edu,80
5322,usr719@gt.edu,412
5323,usr720@gt.edu,751
5331,usr721@gt.edu,369
5332,usr721@gt.edu,241
5333,usr721@gt.edu,629
5335,usr721@gt.edu,746
5340,usr722@gt.edu,479
5344,usr723@gt.edu,404
5347,usr723@gt.edu,738
5348,usr723@gt.edu,261
5361,usr724@gt.edu,234
5362,usr724@gt.edu,408
5365,usr725@gt.edu,411
5367,usr725@gt.edu,361
5372,usr725@gt.edu,746
5373,usr725@gt.edu,246
5376,usr726@gt.edu,317
5378,usr726@gt.edu,718
5388,usr727@gt.edu,745
5405,usr730@gt.edu,144
5419,usr732@gt.edu,464
5438,usr734@gt.edu,663
5439,usr734@gt.edu,249
5445,usr735@gt.edu,21
5446,usr735@gt.edu,663
5449,usr735@gt.edu,432
5451,usr735@gt.edu,225
5458,usr736@gt.edu,80
5462,usr737@gt.edu,88
5472,usr738@gt.edu,595
5479,usr738@gt.edu,599
5480,usr738@gt.edu,724
5485,usr739@gt.edu,699
5496,usr740@gt.edu,266
5498,usr740@gt.edu,468
5499,usr741@gt.edu,443
5502,usr741@gt.edu,160
5504,usr741@gt.edu,509
5505,usr741@gt.edu,361
5511,usr742@gt.edu,623
5513,usr742@gt.edu,500
5517,usr742@gt.edu,145
5522,usr743@gt.edu,310
5524,usr744@gt.edu,587
5536,usr745@gt.edu,449
5539,usr746@gt.edu,408
5540,usr746@gt.edu,526
5543,usr746@gt.edu,561
5548,usr747@gt.edu,354
5549,usr747@gt.edu,163
5556,usr748@gt.edu,317
5560,usr748@gt.edu,404
5561,usr749@gt.edu,175
5565,usr749@gt.edu,261
5573,usr750@gt.edu,724
5577,usr751@gt.edu,663
5581,usr751@gt.edu,571
5585,usr751@gt.edu,570
5586,usr751@gt.edu,145
5590,usr752@gt.edu,421
5596,usr753@gt.edu,475
5605,usr754@gt.edu,241
5607,usr754@gt.edu,619
5608,usr754@gt.edu,85
5609,usr754@gt.edu,423
5613,usr755@gt.edu,144
5617,usr756@gt.edu,63
5618,usr756@gt.edu,569
5619,usr756@gt.edu,10
5620,usr756@gt.edu,166
5621,usr756@gt.edu,142
5625,usr756@gt.edu,72
5631,usr757@gt.edu,83
5636,usr757@gt.edu,664
5639,usr758@gt.edu,101
5641,usr758@gt.edu,356
5642,usr758@gt.edu,443
5644,usr758@gt.edu,172
5658,usr760@gt.edu,461
5665,usr761@gt.edu,393
5671,usr762@gt.edu,359
5672,usr762@gt.edu,17
5674,usr762@gt.edu,449
5683,usr764@gt.edu,745
5686,usr765@gt.edu,241
5695,usr766@gt.edu,369
5696,usr766@gt.edu,509
5700,usr766@gt.edu,415
5709,usr767@gt.edu,110
5710,usr768@gt.edu,13
5715,usr769@gt.edu,140
5720,usr769@gt.edu,85
5723,usr770@gt.edu,234
5726,usr770@gt.edu,291
5727,usr770@gt.edu,526
5732,usr771@gt.edu,583
5735,usr771@gt.edu,101
5740,usr772@gt.edu,214
5741,usr772@gt.edu,228
5748,usr772@gt.edu,142
5749,usr772@gt.edu,412
5753,usr773@gt.edu,733
5756,usr774@gt.edu,663
5761,usr774@gt.edu,512
5770,usr776@gt.edu,687
5779,usr777@gt.edu,523
5785,usr777@gt.edu,709
5793,usr778@gt.edu,401
5796,usr779@gt.edu,249
5807,usr780@gt.edu,542
5813,usr780@gt.edu,278
5823,usr781@gt.edu,249
5824,usr781@gt.edu,339
5825,usr782@gt.edu,575
5838,usr784@gt.edu,408
5839,usr784@gt.edu,641
5840,usr784@gt.edu,112
5844,usr785@gt.edu,460
5849,usr785@gt.edu,101
5850,usr785@gt.edu,718
5851,usr785@gt.edu,286
5853,usr786@gt.edu,364
5866,usr788@gt.edu,479
5876,usr790@gt.edu,206
5885,usr791@gt.edu,175
5890,usr792@gt.edu,734
5899,usr792@gt.edu,228
5902,usr793@gt.edu,364
5903,usr793@gt.edu,234
5904,usr793@gt.edu,206
5907,usr793@gt.edu,674
5908,usr794@gt.edu,334
5920,usr796@gt.edu,663
5922,usr796@gt.edu,699
5939,usr798@gt.edu,356
5941,usr798@gt.edu,110
5953,usr800@gt.edu,464
5956,usr801@gt.edu,144
5963,usr802@gt.edu,206
5968,usr802@gt.edu,246
5981,usr803@gt.edu,231
5982,usr803@gt.edu,426
5988,usr804@gt.edu,432
5989,usr804@gt.edu,751
5994,usr804@gt.edu,268
6000,usr806@gt.edu,282
6005,usr806@gt.edu,249
6011,usr807@gt.edu,479
6014,usr807@gt.edu,245
6015,usr807@gt.edu,405
6017,usr807@gt.edu,607
6029,usr810@gt.edu,468
6037,usr811@gt.edu,405
6046,usr812@gt.edu,354
6051,usr812@gt.edu,523
6059,usr813@gt.edu,145
6068,usr815@gt.edu,17
6072,usr815@gt.edu,318
6078,usr816@gt.edu,443
6081,usr817@gt.edu,443
6087,usr818@gt.edu,500
6088,usr818@gt.edu,130
6089,usr818@gt.edu,449
6098,usr819@gt.edu,497
6103,usr819@gt.edu,249
6104,usr820@gt.edu,88
6111,usr821@gt.edu,432
6114,usr822@gt.edu,27
6120,usr823@gt.edu,165
6127,usr823@gt.edu,63
6128,usr823@gt.edu,479
6129,usr823@gt.edu,334
6136,usr824@gt.edu,121
6149,usr826@gt.edu,340
6150,usr826@gt.edu,347
6155,usr827@gt.edu,123
6158,usr827@gt.edu,246
6159,usr827@gt.edu,204
6164,usr828@gt.edu,628
6168,usr828@gt.edu,175
6179,usr829@gt.edu,607
6181,usr829@gt.edu,145
6190,usr831@gt.edu,101
6193,usr832@gt.edu,246
6198,usr832@gt.edu,314
6201,usr832@gt.edu,278
6204,usr833@gt.edu,42
6206,usr834@gt.edu,318
6221,usr836@gt.edu,212
6227,usr836@gt.edu,83
6233,usr837@gt.edu,234
6235,usr837@gt.edu,112
6237,usr838@gt.edu,259
6245,usr839@gt.edu,629
6249,usr840@gt.edu,449
6255,usr841@gt.edu,258
6263,usr841@gt.edu,663
6264,usr842@gt.edu,403
6265,usr842@gt.edu,438
6268,usr842@gt.edu,369
6280,usr844@gt.edu,449
6283,usr844@gt.edu,512
6295,usr846@gt.edu,266
6306,usr849@gt.edu,341
6315,usr850@gt.edu,140
6317,usr850@gt.edu,623
6319,usr850@gt.edu,282
6322,usr851@gt.edu,669
6323,usr851@gt.edu,340
6324,usr851@gt.edu,702
6327,usr852@gt.edu,493
6329,usr852@gt.edu,147
6330,usr852@gt.edu,512
6338,usr853@gt.edu,669
6340,usr853@gt.edu,27
6346,usr854@gt.edu,724
6347,usr854@gt.edu,347
6348,usr854@gt.edu,241
6350,usr854@gt.edu,228
6355,usr855@gt.edu,757
6361,usr856@gt.edu,631
6363,usr856@gt.edu,733
6368,usr856@gt.edu,646
6381,usr859@gt.edu,585
6385,usr859@gt.edu,681
6391,usr861@gt.edu,39
6393,usr861@gt.edu,663
6397,usr862@gt.edu,641
6398,usr862@gt.edu,13
6399,usr862@gt.edu,488
6400,usr862@gt.edu,313
6403,usr862@gt.edu,663
6406,usr863@gt.edu,188
6407,usr863@gt.edu,194
6415,usr864@gt.edu,693
6420,usr865@gt.edu,664
6421,usr865@gt.edu,393
6432,usr867@gt.edu,279
6435,usr867@gt.edu,561
6436,usr867@gt.edu,259
6437,usr867@gt.edu,433
6439,usr867@gt.edu,488
6443,usr868@gt.edu,650
6447,usr869@gt.edu,561
6456,usr870@gt.edu,96
6461,usr871@gt.edu,433
6462,usr871@gt.edu,72
6464,usr872@gt.edu,101
6465,usr872@gt.edu,313
6467,usr872@gt.edu,677
6476,usr873@gt.edu,628
6477,usr874@gt.edu,144
6486,usr875@gt.edu,259
6493,usr876@gt.edu,101
6494,usr876@gt.edu,468
6499,usr876@gt.edu,163
6502,usr877@gt.edu,145
6505,usr877@gt.edu,745
6512,usr878@gt.edu,699
6516,usr879@gt.edu,464
6523,usr879@gt.edu,245
6525,usr880@gt.edu,599
6531,usr881@gt.edu,83
6536,usr881@gt.edu,401
6539,usr881@gt.edu,207
6540,usr881@gt.edu,646
6542,usr882@gt.edu,27
6554,usr883@gt.edu,278
6557,usr883@gt.edu,21
6562,usr884@gt.edu,206
6567,usr885@gt.edu,352
6571,usr886@gt.edu,646
6576,usr886@gt.edu,461
6580,usr887@gt.edu,479
6582,usr887@gt.edu,70
6588,usr888@gt.edu,488
6589,usr888@gt.edu,72
6591,usr888@gt.edu,523
6598,usr889@gt.edu,683
6599,usr889@gt.edu,188
6600,usr890@gt.edu,664
6601,usr890@gt.edu,672
6602,usr890@gt.edu,544
6606,usr890@gt.edu,310
6628,usr894@gt.edu,706
6629,usr894@gt.edu,663
6631,usr895@gt.edu,359
6638,usr895@gt.edu,699
6639,usr895@gt.edu,585
6640,usr895@gt.edu,699
6645,usr896@gt.edu,421
6654,usr898@gt.edu,101
6656,usr898@gt.edu,672
6670,usr899@gt.edu,585
6672,usr899@gt.edu,278
6675,usr900@gt.edu,130
6681,usr900@gt.edu,495
6684,usr900@gt.edu,369
6694,usr902@gt.edu,286
6700,usr902@gt.edu,569
6706,usr903@gt.edu,72
6713,usr904@gt.edu,412
6720,usr905@gt.edu,646
6726,usr906@gt.edu,583
6727,usr906@gt.edu,341
6731,usr907@gt.edu,497
6737,usr907@gt.edu,313
6750,usr910@gt.edu,619
6755,usr910@gt.edu,433
6762,usr912@gt.edu,497
6766,usr913@gt.edu,733
6768,usr913@gt.edu,751
6770,usr914@gt.edu,163
6779,usr916@gt.edu,160
6794,usr918@gt.edu,314
6797,usr919@gt.edu,241
6799,usr919@gt.edu,234
6801,usr919@gt.edu,430
6802,usr919@gt.edu,121
6806,usr920@gt.edu,212
6815,usr921@gt.edu,472
6816,usr921@gt.edu,544
6825,usr922@gt.edu,664
6840,usr924@gt.edu,583
6844,usr925@gt.edu,745
6848,usr925@gt.edu,570
6849,usr925@gt.edu,751
6852,usr926@gt.edu,401
6859,usr927@gt.edu,576
6869,usr927@gt.edu,629
6878,usr928@gt.edu,99
6891,usr930@gt.edu,101
6894,usr930@gt.edu,657
6899,usr931@gt.edu,733
6914,usr933@gt.edu,175
6917,usr934@gt.edu,206
6919,usr934@gt.edu,101
6920,usr934@gt.edu,278
6928,usr935@gt.edu,542
6931,usr935@gt.edu,628
6936,usr936@gt.edu,21
6937,usr936@gt.edu,699
6938,usr936@gt.edu,547
6941,usr937@gt.edu,108
6947,usr938@gt.edu,628
6956,usr939@gt.edu,438
6963,usr939@gt.edu,121
6967,usr940@gt.edu,86
6970,usr940@gt.edu,278
6972,usr940@gt.edu,646
6975,usr941@gt.edu,433
6979,usr941@gt.edu,204
6989,usr943@gt.edu,144
6998,usr944@gt.edu,259
7007,usr945@gt.edu,130
7013,usr946@gt.edu,112
7016,usr946@gt.edu,199
7020,usr946@gt.edu,282
7021,usr946@gt.edu,347
7028,usr947@gt.edu,279
7032,usr948@gt.edu,249
7035,usr948@gt.edu,683
7036,usr948@gt.edu,313
7039,usr948@gt.edu,606
7051,usr949@gt.edu,101
7061,usr951@gt.edu,411
7071,usr952@gt.edu,279
7076,usr952@gt.edu,629
7082,usr953@gt.edu,234
7083,usr953@gt.edu,361
7084,usr954@gt.edu,212
7093,usr955@gt.edu,235
7094,usr955@gt.edu,369
7096,usr955@gt.edu,313
7099,usr956@gt.edu,327
7109,usr958@gt.edu,163
7114,usr959@gt.edu,739
7118,usr960@gt.edu,314
7121,usr960@gt.edu,717
7122,usr960@gt.edu,123
7124,usr960@gt.edu,352
7126,usr961@gt.edu,145
7136,usr961@gt.edu,523
7141,usr962@gt.edu,110
7147,usr963@gt.edu,745
7149,usr963@gt.edu,493
7152,usr964@gt.edu,327
7161,usr965@gt.edu,228
7163,usr965@gt.edu,310
7164,usr965@gt.edu,261
7165,usr965@gt.edu,585
7167,usr966@gt.edu,672
7168,usr966@gt.edu,526
7171,usr966@gt.edu,751
7174,usr967@gt.edu,234
7181,usr968@gt.edu,674
7186,usr968@gt.edu,188
7190,usr970@gt.edu,623
7195,usr971@gt.edu,112
7202,usr972@gt.edu,430
7203,usr972@gt.edu,147
7210,usr972@gt.edu,234
7213,usr973@gt.edu,83
7214,usr973@gt.edu,706
7219,usr974@gt.edu,641
7221,usr974@gt.edu,623
7222,usr974@gt.edu,284
7225,usr974@gt.edu,241
7232,usr975@gt.edu,570
7235,usr976@gt.edu,99
7236,usr976@gt.edu,310
7237,usr976@gt.edu,236
7239,usr977@gt.edu,607
7259,usr979@gt.edu,677
7265,usr980@gt.edu,339
7272,usr980@gt.edu,212
7294,usr983@gt.edu,39
7298,usr984@gt.edu,140
7299,usr984@gt.edu,225
7301,usr985@gt.edu,526
7303,usr985@gt.edu,443
7306,usr985@gt.edu,188
7309,usr985@gt.edu,585
7314,usr986@gt.edu,236
7317,usr986@gt.edu,122
7323,usr987@gt.edu,387
7330,usr988@gt.edu,144
7341,usr989@gt.edu,272
7348,usr990@gt.edu,449
7355,usr991@gt.edu,17
7365,usr993@gt.edu,70
7374,usr994@gt.edu,664
7381,usr995@gt.edu,472
7382,usr995@gt.edu,259
7389,usr995@gt.edu,352
7395,usr996@gt.edu,607
7396,usr996@gt.edu,21
7399,usr997@gt.edu,547
7406,usr998@gt.edu,70
7408,usr998@gt.edu,101
7409,usr998@gt.edu,369
7410,usr998@gt.edu,86
7413,usr999@gt.edu,734
7415,usr999@gt.edu,599
7417,usr999@gt.edu,646
7420,usr999@gt.edu,619
