item_number,email,platform,media
1940,usr260@gt.edu,PlayStation,Game card
1941,usr260@gt.edu,Nintendo,Game card
1944,usr261@gt.edu,Nintendo,Cartridge
1947,usr261@gt.edu,PlayStation,Cartridge
1948,usr261@gt.edu,Nintendo,Optical disc
1950,usr261@gt.edu,Nintendo,Optical disc
1951,usr261@gt.edu,Xbox,Game card
1957,usr262@gt.edu,Xbox,Game card
1959,usr263@gt.edu,Xbox,Game card
1961,usr263@gt.edu,Xbox,Cartridge
1965,usr263@gt.edu,PlayStation,Cartridge
1967,usr264@gt.edu,PlayStation,Optical disc
1969,usr264@gt.edu,PlayStation,Optical disc
1971,usr264@gt.edu,Xbox,Cartridge
1976,usr265@gt.edu,PlayStation,Cartridge
1977,usr265@gt.edu,Xbox,Game card
1984,usr265@gt.edu,Xbox,Optical disc
1989,usr266@gt.edu,Nintendo,Optical disc
1990,usr266@gt.edu,Nintendo,Game card
1995,usr267@gt.edu,Xbox,Optical disc
1997,usr268@gt.edu,PlayStation,Cartridge
2004,usr269@gt.edu,Nintendo,Game card
2017,usr271@gt.edu,Xbox,Cartridge
2026,usr272@gt.edu,Xbox,Optical disc
2027,usr272@gt.edu,Nintendo,Optical disc
2029,usr272@gt.edu,Nintendo,Optical disc
2034,usr272@gt.edu,Xbox,Cartridge
2036,usr273@gt.edu,Nintendo,Optical disc
2048,usr274@gt.edu,Nintendo,Optical disc
2049,usr274@gt.edu,PlayStation,Game card
2050,usr274@gt.edu,Nintendo,Cartridge
2051,usr274@gt.edu,Nintendo,Optical disc
2053,usr274@gt.edu,Nintendo,Game card
2059,usr275@gt.edu,Nintendo,Game card
2061,usr275@gt.edu,Xbox,Optical disc
2063,usr275@gt.edu,Xbox,Game card
2064,usr275@gt.edu,PlayStation,Optical disc
2068,usr277@gt.edu,Xbox,Optical disc
2079,usr278@gt.edu,Xbox,Cartridge
2082,usr278@gt.edu,Xbox,Game card
2086,usr279@gt.edu,Nintendo,Game card
2088,usr280@gt.edu,Xbox,Game card
2089,usr280@gt.edu,Nintendo,Optical disc
2090,usr280@gt.edu,Nintendo,Game card
2091,usr280@gt.edu,PlayStation,Cartridge
2092,usr280@gt.edu,PlayStation,Cartridge
2093,usr280@gt.edu,PlayStation,Cartridge
2101,usr281@gt.edu,Xbox,Optical disc
2105,usr282@gt.edu,Nintendo,Game card
2108,usr282@gt.edu,Nintendo,Optical disc
2109,usr282@gt.edu,Xbox,Cartridge
2110,usr283@gt.edu,PlayStation,Optical disc
2117,usr284@gt.edu,Nintendo,Game card
2119,usr284@gt.edu,Nintendo,Optical disc
2120,usr284@gt.edu,Nintendo,Game card
2121,usr284@gt.edu,Nintendo,Game card
2124,usr284@gt.edu,Nintendo,Optical disc
2129,usr285@gt.edu,Nintendo,Optical disc
2134,usr285@gt.edu,Xbox,Game card
2135,usr285@gt.edu,Nintendo,Game card
2136,usr285@gt.edu,Xbox,Cartridge
2138,usr285@gt.edu,Xbox,Optical disc
2139,usr286@gt.edu,Xbox,Game card
2141,usr286@gt.edu,Xbox,Game card
2143,usr287@gt.edu,PlayStation,Cartridge
2144,usr287@gt.edu,Xbox,Game card
2145,usr287@gt.edu,Nintendo,Game card
2148,usr287@gt.edu,Nintendo,Optical disc
2150,usr288@gt.edu,PlayStation,Cartridge
2152,usr289@gt.edu,Nintendo,Game card
2167,usr291@gt.edu,PlayStation,Cartridge
2169,usr291@gt.edu,Xbox,Game card
2174,usr292@gt.edu,Nintendo,Optical disc
2179,usr293@gt.edu,PlayStation,Game card
2181,usr293@gt.edu,Nintendo,Game card
2183,usr294@gt.edu,Nintendo,Game card
2187,usr294@gt.edu,Xbox,Game card
2188,usr294@gt.edu,Xbox,Optical disc
2189,usr294@gt.edu,Nintendo,Game card
2193,usr295@gt.edu,Xbox,Optical disc
2198,usr296@gt.edu,Xbox,Optical disc
2200,usr296@gt.edu,PlayStation,Cartridge
2203,usr297@gt.edu,Xbox,Cartridge
2204,usr297@gt.edu,Nintendo,Optical disc
2211,usr297@gt.edu,PlayStation,Optical disc
2213,usr297@gt.edu,PlayStation,Optical disc
2214,usr298@gt.edu,Nintendo,Game card
2215,usr298@gt.edu,Xbox,Game card
2219,usr299@gt.edu,Nintendo,Game card
2230,usr300@gt.edu,PlayStation,Optical disc
2231,usr300@gt.edu,PlayStation,Cartridge
2234,usr301@gt.edu,PlayStation,Optical disc
2237,usr301@gt.edu,Xbox,Optical disc
2238,usr301@gt.edu,Xbox,Optical disc
2247,usr302@gt.edu,PlayStation,Optical disc
2250,usr303@gt.edu,Nintendo,Cartridge
2251,usr303@gt.edu,PlayStation,Optical disc
2253,usr303@gt.edu,PlayStation,Cartridge
2258,usr304@gt.edu,Nintendo,Optical disc
2260,usr305@gt.edu,Nintendo,Game card
2263,usr306@gt.edu,Xbox,Optical disc
2265,usr306@gt.edu,Xbox,Cartridge
2272,usr308@gt.edu,Xbox,Game card
2281,usr309@gt.edu,Nintendo,Optical disc
2289,usr309@gt.edu,Xbox,Cartridge
2292,usr310@gt.edu,PlayStation,Optical disc
2296,usr311@gt.edu,Xbox,Cartridge
2300,usr311@gt.edu,PlayStation,Game card
2308,usr312@gt.edu,Nintendo,Cartridge
2309,usr312@gt.edu,Xbox,Cartridge
2313,usr313@gt.edu,Nintendo,Cartridge
2317,usr314@gt.edu,PlayStation,Game card
2320,usr314@gt.edu,Nintendo,Optical disc
2322,usr314@gt.edu,Nintendo,Optical disc
2324,usr314@gt.edu,PlayStation,Game card
2326,usr314@gt.edu,Xbox,Game card
2328,usr315@gt.edu,Nintendo,Optical disc
2329,usr315@gt.edu,Nintendo,Cartridge
2330,usr315@gt.edu,Nintendo,Optical disc
2336,usr315@gt.edu,Xbox,Game card
2338,usr316@gt.edu,PlayStation,Optical disc
2339,usr316@gt.edu,Nintendo,Game card
2341,usr316@gt.edu,Xbox,Cartridge
2343,usr316@gt.edu,Nintendo,Optical disc
2350,usr317@gt.edu,Nintendo,Optical disc
2351,usr317@gt.edu,Xbox,Cartridge
2354,usr318@gt.edu,Xbox,Game card
2355,usr318@gt.edu,Xbox,Optical disc
2364,usr319@gt.edu,Nintendo,Game card
2365,usr319@gt.edu,PlayStation,Optical disc
2367,usr319@gt.edu,Xbox,Optical disc
2368,usr319@gt.edu,Xbox,Optical disc
2372,usr320@gt.edu,Xbox,Game card
2380,usr320@gt.edu,PlayStation,Optical disc
2381,usr320@gt.edu,Xbox,Optical disc
2382,usr321@gt.edu,PlayStation,Game card
2383,usr321@gt.edu,Nintendo,Game card
2384,usr321@gt.edu,Nintendo,Game card
2385,usr321@gt.edu,Xbox,Cartridge
2387,usr321@gt.edu,Xbox,Optical disc
2393,usr322@gt.edu,Xbox,Cartridge
2402,usr325@gt.edu,Xbox,Game card
2407,usr325@gt.edu,Nintendo,Cartridge
2409,usr325@gt.edu,Nintendo,Cartridge
2416,usr326@gt.edu,Xbox,Game card
2422,usr327@gt.edu,Xbox,Optical disc
2426,usr327@gt.edu,Xbox,Cartridge
2433,usr328@gt.edu,Nintendo,Cartridge
2434,usr328@gt.edu,Xbox,Optical disc
2436,usr329@gt.edu,Xbox,Optical disc
2437,usr329@gt.edu,Nintendo,Cartridge
2440,usr329@gt.edu,Xbox,Optical disc
2447,usr331@gt.edu,Xbox,Optical disc
2449,usr331@gt.edu,Xbox,Optical disc
2450,usr332@gt.edu,Nintendo,Cartridge
2454,usr333@gt.edu,Nintendo,Cartridge
2463,usr334@gt.edu,PlayStation,Game card
2465,usr335@gt.edu,Xbox,Game card
2468,usr335@gt.edu,Xbox,Cartridge
2469,usr335@gt.edu,Nintendo,Game card
2471,usr335@gt.edu,PlayStation,Cartridge
2477,usr336@gt.edu,Nintendo,Game card
2479,usr336@gt.edu,Nintendo,Game card
2489,usr337@gt.edu,Nintendo,Optical disc
2492,usr337@gt.edu,Xbox,Game card
2494,usr337@gt.edu,Xbox,Optical disc
2505,usr338@gt.edu,Xbox,Optical disc
2507,usr339@gt.edu,PlayStation,Cartridge
2510,usr340@gt.edu,Xbox,Cartridge
2514,usr340@gt.edu,Xbox,Optical disc
2516,usr340@gt.edu,Xbox,Game card
2520,usr340@gt.edu,PlayStation,Optical disc
2521,usr341@gt.edu,PlayStation,Optical disc
2523,usr341@gt.edu,Xbox,Optical disc
2526,usr342@gt.edu,Xbox,Game card
2527,usr342@gt.edu,Xbox,Game card
2528,usr342@gt.edu,Nintendo,Game card
2529,usr342@gt.edu,Xbox,Optical disc
2533,usr343@gt.edu,Nintendo,Cartridge
2534,usr343@gt.edu,Xbox,Cartridge
2535,usr343@gt.edu,Nintendo,Optical disc
2538,usr343@gt.edu,Xbox,Game card
2539,usr343@gt.edu,Xbox,Optical disc
2540,usr343@gt.edu,Nintendo,Game card
2544,usr344@gt.edu,Xbox,Optical disc
2552,usr344@gt.edu,Xbox,Cartridge
2553,usr345@gt.edu,Xbox,Optical disc
2558,usr346@gt.edu,PlayStation,Optical disc
2559,usr346@gt.edu,Xbox,Cartridge
2563,usr347@gt.edu,Xbox,Optical disc
2569,usr348@gt.edu,Xbox,Optical disc
2570,usr348@gt.edu,Xbox,Cartridge
2572,usr349@gt.edu,Nintendo,Game card
2574,usr349@gt.edu,Xbox,Optical disc
2577,usr349@gt.edu,PlayStation,Optical disc
2581,usr350@gt.edu,Xbox,Game card
2582,usr350@gt.edu,Xbox,Game card
2583,usr350@gt.edu,Xbox,Cartridge
2586,usr351@gt.edu,Xbox,Cartridge
2587,usr351@gt.edu,Nintendo,Cartridge
2588,usr351@gt.edu,Nintendo,Game card
2590,usr351@gt.edu,PlayStation,Game card
2591,usr351@gt.edu,PlayStation,Optical disc
2593,usr352@gt.edu,PlayStation,Game card
2596,usr352@gt.edu,Nintendo,Optical disc
2605,usr354@gt.edu,Xbox,Optical disc
2610,usr354@gt.edu,PlayStation,Cartridge
2611,usr354@gt.edu,Nintendo,Cartridge
2613,usr354@gt.edu,Nintendo,Game card
2614,usr355@gt.edu,PlayStation,Cartridge
2615,usr355@gt.edu,Xbox,Game card
2625,usr356@gt.edu,Nintendo,Game card
2628,usr356@gt.edu,Nintendo,Cartridge
2630,usr356@gt.edu,Xbox,Optical disc
2632,usr356@gt.edu,PlayStation,Cartridge
2638,usr357@gt.edu,Xbox,Game card
2642,usr358@gt.edu,Xbox,Optical disc
2645,usr358@gt.edu,PlayStation,Optical disc
2650,usr359@gt.edu,Xbox,Optical disc
2655,usr359@gt.edu,Xbox,Game card
2666,usr360@gt.edu,Xbox,Optical disc
2675,usr361@gt.edu,Nintendo,Optical disc
2678,usr362@gt.edu,PlayStation,Cartridge
2682,usr362@gt.edu,Nintendo,Game card
2684,usr362@gt.edu,PlayStation,Cartridge
2688,usr363@gt.edu,Nintendo,Game card
2689,usr363@gt.edu,Xbox,Optical disc
2694,usr363@gt.edu,PlayStation,Cartridge
2695,usr363@gt.edu,Xbox,Game card
2697,usr363@gt.edu,Nintendo,Cartridge
2700,usr364@gt.edu,Xbox,Optical disc
2705,usr364@gt.edu,Nintendo,Cartridge
2709,usr365@gt.edu,PlayStation,Optical disc
2714,usr366@gt.edu,Nintendo,Game card
2717,usr366@gt.edu,PlayStation,Optical disc
2722,usr367@gt.edu,Xbox,Game card
2731,usr368@gt.edu,Xbox,Cartridge
2734,usr369@gt.edu,PlayStation,Optical disc
2736,usr369@gt.edu,Nintendo,Game card
2739,usr369@gt.edu,Xbox,Optical disc
2740,usr369@gt.edu,Xbox,Game card
2741,usr369@gt.edu,Nintendo,Optical disc
2745,usr370@gt.edu,Xbox,Cartridge
2748,usr370@gt.edu,PlayStation,Cartridge
2749,usr370@gt.edu,PlayStation,Optical disc
2753,usr370@gt.edu,PlayStation,Optical disc
2754,usr371@gt.edu,Xbox,Cartridge
2755,usr371@gt.edu,PlayStation,Optical disc
2761,usr372@gt.edu,Xbox,Optical disc
2763,usr372@gt.edu,Xbox,Optical disc
2766,usr372@gt.edu,Xbox,Game card
2773,usr373@gt.edu,PlayStation,Cartridge
2776,usr373@gt.edu,PlayStation,Cartridge
2781,usr374@gt.edu,Nintendo,Optical disc
2782,usr374@gt.edu,Nintendo,Cartridge
2785,usr375@gt.edu,PlayStation,Game card
2786,usr375@gt.edu,Xbox,Cartridge
2787,usr375@gt.edu,Xbox,Optical disc
2788,usr375@gt.edu,PlayStation,Cartridge
2792,usr376@gt.edu,Nintendo,Cartridge
2794,usr376@gt.edu,Xbox,Cartridge
2800,usr377@gt.edu,Nintendo,Optical disc
2803,usr378@gt.edu,Nintendo,Cartridge
2804,usr378@gt.edu,PlayStation,Optical disc
2805,usr378@gt.edu,Nintendo,Cartridge
2807,usr378@gt.edu,Nintendo,Cartridge
2808,usr378@gt.edu,Xbox,Optical disc
2814,usr379@gt.edu,Nintendo,Cartridge
2819,usr379@gt.edu,Nintendo,Cartridge
2820,usr380@gt.edu,Xbox,Optical disc
2821,usr380@gt.edu,PlayStation,Optical disc
2822,usr380@gt.edu,Xbox,Cartridge
2826,usr380@gt.edu,Nintendo,Optical disc
2831,usr381@gt.edu,Nintendo,Cartridge
2836,usr381@gt.edu,Nintendo,Game card
2838,usr381@gt.edu,Xbox,Game card
2840,usr382@gt.edu,Nintendo,Game card
2841,usr382@gt.edu,PlayStation,Optical disc
2845,usr382@gt.edu,PlayStation,Cartridge
2847,usr382@gt.edu,PlayStation,Game card
2848,usr383@gt.edu,Nintendo,Game card
2852,usr383@gt.edu,Xbox,Game card
2854,usr383@gt.edu,Xbox,Cartridge
2856,usr384@gt.edu,PlayStation,Game card
2865,usr385@gt.edu,Nintendo,Cartridge
2868,usr385@gt.edu,Xbox,Cartridge
2872,usr385@gt.edu,Nintendo,Optical disc
2879,usr386@gt.edu,PlayStation,Game card
2881,usr386@gt.edu,Nintendo,Game card
2886,usr387@gt.edu,Xbox,Game card
2889,usr387@gt.edu,Xbox,Cartridge
2890,usr387@gt.edu,Xbox,Cartridge
2893,usr388@gt.edu,Xbox,Game card
2899,usr389@gt.edu,Nintendo,Optical disc
2900,usr389@gt.edu,PlayStation,Optical disc
2902,usr389@gt.edu,Nintendo,Game card
2907,usr389@gt.edu,PlayStation,Cartridge
2911,usr390@gt.edu,PlayStation,Cartridge
2915,usr390@gt.edu,Xbox,Optical disc
2917,usr390@gt.edu,PlayStation,Cartridge
2918,usr390@gt.edu,PlayStation,Optical disc
2923,usr391@gt.edu,Xbox,Game card
2926,usr392@gt.edu,Nintendo,Optical disc
2930,usr392@gt.edu,Xbox,Game card
2931,usr392@gt.edu,Xbox,Game card
2932,usr392@gt.edu,Xbox,Optical disc
2933,usr392@gt.edu,Xbox,Optical disc
2935,usr392@gt.edu,Nintendo,Cartridge
2937,usr393@gt.edu,Xbox,Game card
2939,usr393@gt.edu,PlayStation,Game card
2946,usr394@gt.edu,Nintendo,Cartridge
2948,usr394@gt.edu,Xbox,Game card
2950,usr394@gt.edu,Xbox,Game card
2953,usr395@gt.edu,PlayStation,Optical disc
2958,usr395@gt.edu,Nintendo,Optical disc
2961,usr396@gt.edu,Xbox,Cartridge
2964,usr396@gt.edu,Xbox,Optical disc
2967,usr396@gt.edu,Nintendo,Optical disc
2969,usr396@gt.edu,Nintendo,Cartridge
2971,usr397@gt.edu,Nintendo,Game card
2972,usr397@gt.edu,Nintendo,Optical disc
2974,usr397@gt.edu,Xbox,Game card
2976,usr397@gt.edu,Nintendo,Game card
2977,usr397@gt.edu,Xbox,Optical disc
2981,usr398@gt.edu,PlayStation,Cartridge
2982,usr398@gt.edu,Nintendo,Game card
2987,usr398@gt.edu,PlayStation,Game card
2990,usr398@gt.edu,PlayStation,Cartridge
2993,usr399@gt.edu,Nintendo,Optical disc
2995,usr400@gt.edu,Nintendo,Game card
2996,usr400@gt.edu,PlayStation,Cartridge
2997,usr400@gt.edu,PlayStation,Game card
3003,usr401@gt.edu,Xbox,Game card
3007,usr402@gt.edu,Nintendo,Optical disc
3009,usr402@gt.edu,Nintendo,Cartridge
3014,usr403@gt.edu,Xbox,Optical disc
3015,usr403@gt.edu,Xbox,Game card
3017,usr403@gt.edu,Nintendo,Cartridge
3018,usr403@gt.edu,PlayStation,Cartridge
3021,usr403@gt.edu,Nintendo,Game card
3025,usr404@gt.edu,Xbox,Optical disc
3026,usr404@gt.edu,Nintendo,Optical disc
3027,usr404@gt.edu,Xbox,Optical disc
3033,usr404@gt.edu,Xbox,Optical disc
3035,usr405@gt.edu,PlayStation,Game card
3036,usr405@gt.edu,Nintendo,Cartridge
3040,usr405@gt.edu,Xbox,Cartridge
3041,usr405@gt.edu,PlayStation,Game card
3043,usr405@gt.edu,Nintendo,Optical disc
3049,usr406@gt.edu,Nintendo,Game card
3050,usr406@gt.edu,PlayStation,Optical disc
3051,usr406@gt.edu,Xbox,Optical disc
3054,usr407@gt.edu,PlayStation,Cartridge
3055,usr407@gt.edu,PlayStation,Cartridge
3057,usr407@gt.edu,Nintendo,Optical disc
3061,usr408@gt.edu,Xbox,Optical disc
3068,usr409@gt.edu,Xbox,Cartridge
3069,usr409@gt.edu,PlayStation,Optical disc
3074,usr410@gt.edu,Nintendo,Optical disc
3075,usr410@gt.edu,Xbox,Cartridge
3076,usr410@gt.edu,Xbox,Optical disc
3085,usr411@gt.edu,Xbox,Cartridge
3096,usr413@gt.edu,Xbox,Optical disc
3097,usr413@gt.edu,Nintendo,Game card
3105,usr414@gt.edu,Xbox,Optical disc
3106,usr414@gt.edu,Nintendo,Game card
3107,usr414@gt.edu,Xbox,Cartridge
3109,usr414@gt.edu,Xbox,Cartridge
3112,usr414@gt.edu,PlayStation,Cartridge
3117,usr415@gt.edu,Xbox,Optical disc
3133,usr418@gt.edu,Nintendo,Game card
3134,usr418@gt.edu,Nintendo,Game card
3138,usr418@gt.edu,Nintendo,Game card
3139,usr418@gt.edu,Nintendo,Game card
3141,usr419@gt.edu,Xbox,Optical disc
3142,usr419@gt.edu,PlayStation,Cartridge
3143,usr419@gt.edu,Xbox,Cartridge
3144,usr419@gt.edu,Xbox,Optical disc
3145,usr419@gt.edu,Xbox,Game card
3148,usr420@gt.edu,Xbox,Optical disc
3151,usr421@gt.edu,Xbox,Optical disc
3153,usr421@gt.edu,Nintendo,Game card
3154,usr421@gt.edu,Nintendo,Game card
3156,usr421@gt.edu,Xbox,Game card
3158,usr421@gt.edu,PlayStation,Cartridge
3162,usr422@gt.edu,PlayStation,Optical disc
3168,usr423@gt.edu,PlayStation,Game card
3172,usr424@gt.edu,Xbox,Optical disc
3173,usr424@gt.edu,Xbox,Optical disc
3176,usr425@gt.edu,Nintendo,Optical disc
3180,usr426@gt.edu,Xbox,Game card
3191,usr428@gt.edu,PlayStation,Cartridge
3201,usr429@gt.edu,PlayStation,Optical disc
3202,usr429@gt.edu,PlayStation,Cartridge
3204,usr430@gt.edu,Xbox,Optical disc
3205,usr430@gt.edu,PlayStation,Game card
3206,usr430@gt.edu,Xbox,Optical disc
3208,usr430@gt.edu,PlayStation,Game card
3209,usr430@gt.edu,Xbox,Cartridge
3215,usr431@gt.edu,PlayStation,Optical disc
3217,usr431@gt.edu,PlayStation,Game card
3219,usr432@gt.edu,PlayStation,Game card
3220,usr432@gt.edu,Xbox,Game card
3222,usr432@gt.edu,PlayStation,Cartridge
3224,usr433@gt.edu,Nintendo,Cartridge
3227,usr433@gt.edu,Xbox,Cartridge
3228,usr434@gt.edu,Xbox,Cartridge
3234,usr435@gt.edu,PlayStation,Optical disc
3235,usr435@gt.edu,PlayStation,Optical disc
3243,usr437@gt.edu,PlayStation,Game card
3245,usr437@gt.edu,Nintendo,Cartridge
3247,usr438@gt.edu,Xbox,Game card
3257,usr438@gt.edu,PlayStation,Game card
3261,usr439@gt.edu,Xbox,Optical disc
3264,usr440@gt.edu,Nintendo,Game card
3265,usr440@gt.edu,Xbox,Cartridge
3269,usr440@gt.edu,PlayStation,Optical disc
3270,usr441@gt.edu,PlayStation,Optical disc
3273,usr441@gt.edu,PlayStation,Cartridge
3278,usr442@gt.edu,Xbox,Game card
3286,usr443@gt.edu,Nintendo,Game card
3290,usr443@gt.edu,Xbox,Cartridge
3297,usr445@gt.edu,Nintendo,Game card
3298,usr445@gt.edu,PlayStation,Cartridge
3301,usr445@gt.edu,Xbox,Optical disc
3303,usr446@gt.edu,Xbox,Cartridge
3305,usr446@gt.edu,Xbox,Optical disc
3306,usr446@gt.edu,Nintendo,Game card
3310,usr446@gt.edu,PlayStation,Game card
3311,usr446@gt.edu,Nintendo,Optical disc
3314,usr447@gt.edu,Xbox,Optical disc
3319,usr449@gt.edu,Nintendo,Game card
3321,usr449@gt.edu,Xbox,Optical disc
3325,usr449@gt.edu,Nintendo,Cartridge
3326,usr449@gt.edu,Nintendo,Game card
3330,usr450@gt.edu,PlayStation,Cartridge
3333,usr450@gt.edu,Nintendo,Optical disc
3342,usr451@gt.edu,Nintendo,Game card
3347,usr452@gt.edu,Nintendo,Optical disc
3349,usr452@gt.edu,Xbox,Cartridge
3350,usr452@gt.edu,Nintendo,Game card
3351,usr452@gt.edu,Nintendo,Cartridge
3359,usr453@gt.edu,Xbox,Optical disc
3361,usr454@gt.edu,Nintendo,Cartridge
3362,usr454@gt.edu,Xbox,Optical disc
3364,usr454@gt.edu,Xbox,Game card
3366,usr454@gt.edu,PlayStation,Game card
3367,usr454@gt.edu,Xbox,Game card
3368,usr454@gt.edu,PlayStation,Optical disc
3380,usr456@gt.edu,Nintendo,Optical disc
3383,usr456@gt.edu,PlayStation,Cartridge
3388,usr457@gt.edu,Nintendo,Optical disc
3394,usr457@gt.edu,Nintendo,Cartridge
3395,usr457@gt.edu,Xbox,Optical disc
3401,usr459@gt.edu,Nintendo,Game card
3408,usr460@gt.edu,PlayStation,Cartridge
3411,usr461@gt.edu,Xbox,Cartridge
3413,usr461@gt.edu,Xbox,Cartridge
3416,usr461@gt.edu,Xbox,Optical disc
3422,usr462@gt.edu,Xbox,Cartridge
3426,usr463@gt.edu,Xbox,Game card
3428,usr463@gt.edu,PlayStation,Optical disc
3433,usr464@gt.edu,Xbox,Game card
3441,usr465@gt.edu,PlayStation,Cartridge
3444,usr465@gt.edu,Nintendo,Cartridge
3449,usr466@gt.edu,Nintendo,Game card
3453,usr467@gt.edu,Nintendo,Optical disc
3456,usr468@gt.edu,PlayStation,Optical disc
3459,usr468@gt.edu,Nintendo,Game card
3464,usr470@gt.edu,Xbox,Optical disc
3466,usr470@gt.edu,Nintendo,Optical disc
3473,usr470@gt.edu,Nintendo,Game card
3478,usr472@gt.edu,Nintendo,Cartridge
3482,usr473@gt.edu,PlayStation,Cartridge
3484,usr473@gt.edu,Xbox,Cartridge
3486,usr473@gt.edu,Xbox,Game card
3488,usr474@gt.edu,Xbox,Optical disc
3489,usr474@gt.edu,Nintendo,Game card
3494,usr474@gt.edu,Xbox,Optical disc
3495,usr474@gt.edu,Xbox,Optical disc
3498,usr475@gt.edu,Nintendo,Optical disc
3499,usr475@gt.edu,Nintendo,Game card
3501,usr475@gt.edu,Nintendo,Optical disc
3503,usr475@gt.edu,PlayStation,Optical disc
3505,usr476@gt.edu,Xbox,Optical disc
3506,usr476@gt.edu,Xbox,Game card
3508,usr476@gt.edu,Nintendo,Optical disc
3511,usr476@gt.edu,Nintendo,Optical disc
3516,usr477@gt.edu,Xbox,Cartridge
3517,usr477@gt.edu,Xbox,Cartridge
3518,usr477@gt.edu,Nintendo,Game card
3519,usr477@gt.edu,Xbox,Game card
3529,usr478@gt.edu,Xbox,Optical disc
3531,usr479@gt.edu,Xbox,Cartridge
3533,usr479@gt.edu,Xbox,Cartridge
3540,usr481@gt.edu,Xbox,Optical disc
3545,usr481@gt.edu,Xbox,Game card
3546,usr481@gt.edu,PlayStation,Game card
3549,usr481@gt.edu,Nintendo,Game card
3557,usr482@gt.edu,PlayStation,Game card
3561,usr483@gt.edu,Xbox,Optical disc
3566,usr483@gt.edu,Xbox,Optical disc
3571,usr485@gt.edu,Xbox,Cartridge
3575,usr485@gt.edu,Xbox,Optical disc
3582,usr486@gt.edu,Xbox,Cartridge
3589,usr488@gt.edu,PlayStation,Game card
3591,usr488@gt.edu,Xbox,Game card
3600,usr489@gt.edu,PlayStation,Optical disc
3602,usr489@gt.edu,Xbox,Optical disc
3609,usr490@gt.edu,Xbox,Game card
3613,usr491@gt.edu,Xbox,Cartridge
3619,usr493@gt.edu,Nintendo,Optical disc
3624,usr493@gt.edu,Xbox,Optical disc
3630,usr494@gt.edu,Nintendo,Cartridge
3631,usr494@gt.edu,Xbox,Optical disc
3632,usr494@gt.edu,Xbox,Cartridge
3633,usr494@gt.edu,Nintendo,Cartridge
3635,usr494@gt.edu,PlayStation,Optical disc
3640,usr494@gt.edu,Nintendo,Optical disc
3642,usr495@gt.edu,Nintendo,Cartridge
3657,usr497@gt.edu,Xbox,Cartridge
3660,usr497@gt.edu,Xbox,Optical disc
3663,usr497@gt.edu,Xbox,Cartridge
3666,usr498@gt.edu,PlayStation,Game card
3668,usr499@gt.edu,Xbox,Game card
3669,usr499@gt.edu,Xbox,Game card
3673,usr500@gt.edu,Nintendo,Game card
3674,usr500@gt.edu,Nintendo,Cartridge
3676,usr500@gt.edu,PlayStation,Optical disc
3678,usr500@gt.edu,Nintendo,Cartridge
3680,usr500@gt.edu,Xbox,Game card
3682,usr500@gt.edu,PlayStation,Cartridge
3684,usr501@gt.edu,Xbox,Optical disc
3691,usr502@gt.edu,PlayStation,Optical disc
3699,usr502@gt.edu,Xbox,Game card
3702,usr503@gt.edu,Nintendo,Cartridge
3717,usr504@gt.edu,Nintendo,Game card
3718,usr504@gt.edu,Nintendo,Optical disc
3721,usr505@gt.edu,Xbox,Optical disc
3722,usr505@gt.edu,Nintendo,Optical disc
3729,usr506@gt.edu,PlayStation,Game card
3733,usr506@gt.edu,Xbox,Game card
3735,usr507@gt.edu,Xbox,Optical disc
3736,usr507@gt.edu,Xbox,Cartridge
3738,usr507@gt.edu,Nintendo,Optical disc
3744,usr508@gt.edu,Nintendo,Game card
3747,usr508@gt.edu,Nintendo,Cartridge
3750,usr508@gt.edu,Xbox,Cartridge
3754,usr509@gt.edu,Xbox,Cartridge
3758,usr510@gt.edu,PlayStation,Game card
3760,usr510@gt.edu,Nintendo,Optical disc
3762,usr510@gt.edu,Xbox,Cartridge
3764,usr510@gt.edu,Nintendo,Optical disc
3765,usr510@gt.edu,Xbox,Game card
3768,usr511@gt.edu,Xbox,Optical disc
3773,usr511@gt.edu,PlayStation,Game card
3774,usr512@gt.edu,Xbox,Game card
3776,usr512@gt.edu,PlayStation,Cartridge
3777,usr512@gt.edu,Nintendo,Cartridge
3792,usr513@gt.edu,PlayStation,Game card
3798,usr514@gt.edu,Nintendo,Game card
3802,usr514@gt.edu,Xbox,Cartridge
3809,usr515@gt.edu,Nintendo,Cartridge
3810,usr515@gt.edu,Xbox,Cartridge
3812,usr515@gt.edu,Xbox,Game card
3814,usr515@gt.edu,Nintendo,Optical disc
3817,usr516@gt.edu,Nintendo,Optical disc
3818,usr516@gt.edu,Xbox,Optical disc
3821,usr516@gt.edu,Nintendo,Cartridge
3823,usr517@gt.edu,Xbox,Cartridge
3824,usr517@gt.edu,Nintendo,Cartridge
3826,usr517@gt.edu,PlayStation,Cartridge
3827,usr517@gt.edu,Nintendo,Game card
3830,usr517@gt.edu,Nintendo,Optical disc
3840,usr518@gt.edu,Nintendo,Game card
3843,usr518@gt.edu,Nintendo,Game card
3844,usr518@gt.edu,Xbox,Optical disc
3849,usr519@gt.edu,Nintendo,Game card
3850,usr519@gt.edu,PlayStation,Optical disc
3852,usr520@gt.edu,Nintendo,Optical disc
3857,usr520@gt.edu,Nintendo,Optical disc
3860,usr521@gt.edu,Nintendo,Game card
3862,usr522@gt.edu,PlayStation,Optical disc
3863,usr522@gt.edu,Nintendo,Game card
